,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-08-22,579.1459658613862,579.1687187724044,564.5414563107413,568.1185302734375,14031953,0.0,0.0
2019-08-23,564.5870144289404,585.0925580622962,558.8909996680118,581.3787841796875,21307915,0.0,0.0
2019-08-26,589.6493797277235,589.6493797277235,573.7006226436439,577.2549438476562,19202504,0.0,0.0
2019-08-27,585.5482640926504,585.5482640926504,574.7030945728698,580.9231567382812,28401906,0.0,0.0
2019-08-28,580.4219021793102,583.7255762412667,572.356360117731,575.6600341796875,11605488,0.0,0.0
2019-08-29,572.5386304112799,574.2702243164416,562.9010081203083,565.8401489257812,18890222,0.0,0.0
2019-08-30,567.5489072175678,571.6044614477144,556.3847718385092,568.938720703125,24735240,0.0,0.0
2019-09-03,566.0679761600574,566.4097565224571,546.8154846958814,549.7318725585938,18730619,0.0,0.0
2019-09-04,547.0661386155273,549.2078324619391,540.4587904371643,547.3395385742188,32949395,0.0,0.0
2019-09-05,549.9141389966588,552.8304660216559,543.7624574956544,546.1775512695312,22995486,0.0,0.0
2019-09-06,548.182556269731,560.0302529209896,544.6510488554123,557.0682983398438,23186819,0.0,0.0
2019-09-09,556.2252659634516,561.8529003903058,552.8077057329431,556.9315795898438,11747929,0.0,0.0
2019-09-11,557.0682907710889,565.0426995304487,557.0682907710889,562.4909057617188,12127900,0.0,0.0
2019-09-12,562.764315683998,565.2477290891209,549.4129191937482,551.5317993164062,11880005,0.0,0.0
2019-09-13,552.2836480386923,559.8023290694416,549.959687659249,558.4808959960938,12947715,0.0,0.0
2019-09-16,541.8030281923757,555.5189575756575,540.4815342442989,551.7140502929688,20547730,0.0,0.0
2019-09-17,551.8279986572533,551.8279986572533,543.8535899643367,545.6535034179688,15640772,0.0,0.0
